,Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Decade
1791,1127,2002-03-29,Panic Room,48000000,196308367,95308367,2000
1792,1985,2002-03-29,Clockstoppers,26000000,38788828,36985501,2000
1793,2235,2002-03-29,The Rookie,22000000,80491516,75600072,2000
1794,1416,2002-04-01,Impostor,40000000,7974607,6114237,2000
1795,562,2002-04-10,Red Dragon,78000000,206455420,92955420,2000
1796,2978,2002-04-10,Jonah: A VeggieTales Movie,14000000,25608779,25571351,2000
1797,3212,2002-04-10,Welcome to Collinwood,12000000,4606284,378650,2000
1798,793,2002-04-19,The Scorpion King,60000000,165890634,90580000,2000
1799,1076,2002-04-19,Murder by Numbers,50000000,56643267,31874869,2000
1800,3953,2002-04-19,My Big Fat Greek Wedding,5000000,374890034,241438208,2000
1801,4725,2002-04-19,Nueve Reinas,1500000,12412889,1222889,2000
1802,1399,2002-04-26,"Life, or Something Like It",40000000,14448589,14448589,2000
1803,2643,2002-04-26,The Salton Sea,18000000,676698,676698,2000
1804,2990,2002-04-26,Jason X,14000000,16951798,13121555,2000
1805,5127,2002-04-26,Dogtown and Z-Boys,400000,1600566,1293295,2000
1806,1225,2002-05-04,Big Trouble,45000000,8488871,7262288,2000
1807,1256,2002-05-04,High Crimes,42000000,63781100,41543207,2000
1808,3844,2002-05-04,National Lampoon's Van Wilder,6000000,39241323,21305259,2000
1809,3893,2002-05-04,Lucky Break,6000000,4316497,54606,2000
1810,274,2002-05-16,Star Wars Ep. II: Attack of the Clones,115000000,656695615,310676740,2000
1811,1945,2002-05-17,About a Boy,27000000,130759651,40803000,2000
1812,3936,2002-05-17,Harvard Man,5500000,56653,56653,2000
1813,4730,2002-05-17,The Believer,1500000,1840248,406035,2000
1814,2899,2002-05-22,The Importance of Being Earnest,15000000,8378141,8378141,2000
1815,522,2002-05-24,Spirit: Stallion of the Cimarron,80000000,106515310,73215310,2000
1816,1155,2002-05-24,Insomnia,46000000,113622499,67263182,2000
1817,1458,2002-05-24,Enough,38000000,50970660,39177215,2000
1818,4383,2002-05-24,Thirteen Conversations About One Thing,3000000,3705923,3287435,2000
1819,4535,2002-05-29,Elling,2100000,313436,313436,2000
1820,690,2002-05-31,The Sum of All Fears,68000000,193500000,118471320,2000
1821,2058,2002-05-31,Undercover Brother,25000000,40796145,38230435,2000
1822,1387,2002-06-09,City by the Sea,40000000,22433915,22433915,2000
1823,3345,2002-06-09,Swimfan,10000000,34364995,28564995,2000
1824,1616,2002-06-11,Femme Fatale,35000000,16830252,6630252,2000
1825,851,2002-06-12,Analyze That,60000000,54994757,32122249,2000
1826,2493,2002-06-12,Equilibrium,20000000,5345869,1190018,2000
1827,2559,2002-06-12,Adaptation,18500000,32531759,22498520,2000
1828,4270,2002-06-12,Empire,3500000,18495444,17504595,2000
1829,279,2002-06-14,Windtalkers,115000000,77628265,40914068,2000
1830,475,2002-06-14,Scooby-Doo,84000000,276294164,153294164,2000
1831,782,2002-06-14,The Bourne Identity,60000000,214357371,121468960,2000
1832,3203,2002-06-14,The Dangerous Lives of Altar Boys,12000000,1779284,1779284,2000
1833,324,2002-06-21,Minority Report,102000000,358824714,132024714,2000
1834,494,2002-06-21,Lilo & Stitch,80000000,245800000,145771527,2000
1835,2779,2002-06-21,Juwanna Mann,15600000,13771817,13571817,2000
1836,3917,2002-06-21,Sunshine State,5600000,3281898,3064356,2000
1837,1014,2002-06-28,Mr. Deeds,50000000,171269535,126293452,2000
1838,3379,2002-06-28,Hey Arnold! The Movie,10000000,13684949,13684949,2000
1839,5187,2002-06-28,Lovely and Amazing,250000,4613482,4210379,2000
1840,672,2002-07-06,Bad Company,70000000,69157016,30157016,2000
1841,1939,2002-07-06,The Divine Secrets of the Ya-Ya Sisterhood,27000000,73826768,69586544,2000
1842,1447,2002-07-08,Spy Kids 2: The Island of Lost Dreams,38000000,119721296,85846296,2000
1843,3626,2002-07-08,The Good Girl,8000000,16585503,14018296,2000
1844,1817,2002-07-17,Eight Legged Freaks,30000000,36722311,17266505,2000
1845,264,2002-07-19,Stuart Little 2,120000000,166000000,64956806,2000
1846,429,2002-07-19,K-19: The Widowmaker,90000000,65716126,35168966,2000
1847,5170,2002-07-19,Ayurveda: Art of Being,300000,2066892,16892,2000
1848,5272,2002-07-19,Tadpole,150000,3270128,2891288,2000
1849,759,2002-07-25,Austin Powers in Goldmember,63000000,292738626,213117789,2000
1850,2419,2002-07-26,The Country Bears,20000000,16988996,16988996,2000
1851,468,2002-08-02,Collateral Damage,85000000,78353508,40048332,2000
1852,679,2002-08-02,Rollerball,70000000,25852508,18990542,2000
1853,2816,2002-08-02,Big Fat Liar,15000000,52461017,47811275,2000
1854,529,2002-08-03,The Time Machine,80000000,98983590,56684819,2000
1855,2979,2002-08-03,All About the Benjamins,14000000,25873145,25482931,2000
1856,3687,2002-08-03,Men with Brooms,7500000,4239767,4239767,2000
1857,1046,2002-08-05,Unfaithful,50000000,119114494,52752475,2000
1858,1272,2002-08-11,8 Mile,41000000,245768384,116724075,2000
1859,3021,2002-08-11,Far From Heaven,13500000,29027914,15901849,2000
1860,364,2002-08-16,The Adventures of Pluto Nash,100000000,7094995,4411102,2000
1861,1777,2002-08-16,Blue Crush,30000000,51618420,40118420,2000
1862,2128,2002-08-16,Possession,25000000,14805812,10103647,2000
1863,3147,2002-08-21,One Hour Photo,12000000,52223306,31597131,2000
1864,1874,2002-08-23,Serving Sara,29000000,20146150,16930185,2000
1865,2443,2002-08-23,Undisputed,20000000,12398628,12398628,2000
1866,5036,2002-08-23,Crop Circles: Quest for Truth,600000,0,0,2000
1867,1407,2002-08-30,FearDotCom,40000000,13208023,13208023,2000
1868,640,2002-09-08,xXx,70000000,267200000,141930000,2000
1869,1086,2002-09-08,Blood Work,50000000,26199517,26199517,2000
1870,4984,2002-09-08,Pandora's Box,800000,881950,881950,2000
1871,2111,2002-09-13,Stealing Harvard,25000000,13973532,13973532,2000
1872,3128,2002-09-13,Barbershop,12000000,77063461,75781642,2000
1873,3537,2002-09-13,Igby Goes Down,9000000,4777465,4777465,2000
1874,3693,2002-09-13,Betty Fisher et autres histoires,7500000,206400,206400,2000
1875,681,2002-09-20,Ballistic: Ecks vs. Sever,70000000,14294842,14294842,2000
1876,968,2002-09-20,Eye See You,55000000,1807990,79161,2000
1877,1592,2002-09-20,The Four Feathers,35000000,29882645,18306166,2000
1878,1840,2002-09-20,Trapped,30000000,6916869,6916869,2000
1879,2547,2002-09-20,Sen to Chihiro no Kamikakushi,19000000,274949886,10049886,2000
1880,3338,2002-09-20,The Banger Sisters,10000000,38067218,30306281,2000
1881,3641,2002-09-20,8 femmes,8000000,42376425,3076425,2000
1882,4198,2002-09-20,Secretary,4000000,9413956,4046737,2000
1883,826,2002-09-27,The Tuxedo,60000000,104429625,50586000,2000
1884,1445,2002-09-27,Sweet Home Alabama,38000000,182365114,127214072,2000
1885,2299,2002-09-27,Moonlight Mile,21000000,6830957,6830957,2000
1886,2785,2002-09-27,Wasabi,15300000,7000000,81525,2000
1887,4952,2002-09-27,Charly,950000,814666,814666,2000
1888,3049,2002-10-05,The New Guy,13000000,28972187,28972187,2000
1889,5240,2002-10-05,The Business of Fancy Dancing,200000,174682,174682,2000
1890,5241,2002-10-05,Hybrid,200000,162605,162605,2000
1891,1125,2002-10-18,The Ring,48000000,248218486,129094024,2000
1892,1959,2002-10-18,Formula 51,27000000,5204007,5204007,2000
1893,2125,2002-10-18,Abandon,25000000,12219367,10719367,2000
1894,3756,2002-10-18,Auto Focus,7000000,2703821,2062066,2000
1895,4369,2002-10-18,Real Women Have Curves,3000000,7777790,5853194,2000
1896,2377,2002-10-25,Ghost Ship,20000000,68349884,30113491,2000
1897,2938,2002-10-25,All the Queen's Men,15000000,22723,22723,2000
1898,3155,2002-10-25,Frida,12000000,56131239,25885000,2000
1899,3551,2002-10-25,All or Nothing,9000000,184255,184255,2000
1900,3962,2002-10-25,Jackass: The Movie,5000000,79282312,64282312,2000
1901,4977,2002-10-25,Time Changer,825000,1500711,1500711,2000
1902,2588,2002-11-01,Orange County,18000000,43308707,41059716,2000
1903,2095,2002-11-10,Punch-Drunk Love,25000000,24591031,17791031,2000
1904,2292,2002-11-10,The Transporter,21000000,43928932,25296447,2000
1905,2748,2002-11-10,White Oleander,16000000,21657770,16357770,2000
1906,2863,2002-11-10,Tuck Everlasting,15000000,19344615,19161999,2000
1907,2883,2002-11-10,Knockaround Guys,15000000,12419700,11660180,2000
1908,3445,2002-11-10,Swept Away,10000000,598645,598645,2000
1909,3608,2002-11-10,Brown Sugar,8000000,28315272,27362712,2000
1910,4194,2002-11-10,The Rules of Attraction,4000000,11799060,6525762,2000
1911,4341,2002-11-10,Bowling for Columbine,3000000,58240487,21576018,2000
1912,326,2002-11-15,Harry Potter and the Chamber of Secrets,100000000,878979634,261987880,2000
1913,2101,2002-11-15,Half Past Dead,25000000,19233280,15567860,2000
1914,2781,2002-11-15,Ararat,15500000,1693000,1693000,2000
1915,4668,2002-11-15,El crimen de padre Amaro,1800000,5719000,5719000,2000
1916,5001,2002-11-15,Interview with the Assassin,750000,47329,47329,2000
1917,5149,2002-11-15,Revolution#9,350000,9118,9118,2000
1918,180,2002-11-22,Die Another Day,142000000,431942139,160942139,2000
1919,2439,2002-11-22,The Quiet American,20000000,26348203,12987647,2000
1920,3100,2002-11-22,The Emperor's Club,12500000,16193713,14060950,2000
1921,3331,2002-11-22,Friday After Next,10000000,33526835,33253609,2000
1922,358,2002-11-27,Treasure Planet,100000000,91800000,38120554,2000
1923,1148,2002-11-27,Solaris,47000000,14970038,14970038,2000
1924,1418,2002-11-27,Extreme Ops,40000000,12624471,4835968,2000
1925,2695,2002-11-27,Wes Craven Presents: They,17000000,16140842,12840842,2000
1926,3747,2002-11-29,Rabbit-Proof Fence,7000000,16866928,6199600,2000
1927,1180,2002-12-04,Changing Lanes,45000000,66790248,66790248,2000
1928,1243,2002-12-04,The Sweetest Thing,43000000,63078756,24430272,2000
1929,3267,2002-12-04,Frailty,11000000,19947280,13110448,2000
1930,505,2002-12-07,Road to Perdition,80000000,183354514,104054514,2000
1931,2840,2002-12-07,Halloween: Resurrection,15000000,37659652,30259652,2000
1932,3096,2002-12-07,Crocodile Hunter: Collision Course,12500000,33436931,28436931,2000
1933,5066,2002-12-07,Never Again,500000,308793,307631,2000
1934,837,2002-12-13,Star Trek: Nemesis,60000000,67312826,43254409,2000
1935,921,2002-12-13,Maid in Manhattan,55000000,163838217,93932896,2000
1936,1737,2002-12-13,About Schmidt,30000000,107054484,65005217,2000
1937,2335,2002-12-13,Drumline,20000000,56398162,56398162,2000
1938,4923,2002-12-13,The Jimmy Show,1000000,703,703,2000
1939,384,2002-12-18,The Lord of the Rings: The Two Towers,94000000,934699645,342548984,2000
1940,3098,2002-12-19,Antwone Fisher,12500000,23367586,21078145,2000
1941,4118,2002-12-19,25th Hour,4500000,25344490,13084595,2000
1942,369,2002-12-20,Gangs of New York,97000000,183124621,77730500,2000
1943,791,2002-12-20,Two Weeks Notice,60000000,199043309,93354918,2000
1944,2055,2002-12-20,The Wild Thornberrys Movie,25000000,60694737,40108697,2000
1945,3684,2002-12-20,Narc,7500000,11843260,10465659,2000
1946,3886,2002-12-20,Morvern Callar,6000000,267194,267194,2000
1947,987,2002-12-25,Catch Me if You Can,52000000,355612291,164606800,2000
1948,1228,2002-12-25,Pinocchio,45000000,31681811,3681811,2000
1949,1564,2002-12-27,The Pianist,35000000,111854182,32519322,2000
1950,1706,2002-12-27,Chicago,30000000,306771047,170687518,2000
1951,2052,2002-12-27,The Hours,25000000,97030468,41675994,2000
1952,3433,2002-12-27,Nicholas Nickleby,10000000,1562800,1562800,2000
1953,4230,2002-12-27,Sonny,4000000,17639,17639,2000
1954,4899,2002-12-30,Love Lisa,1000000,213137,213137,2000
1955,1875,2002-12-31,Confessions of a Dangerous Mind,29000000,33013805,16007718,2000
1956,103,2003-01-07,Terminator 3: Rise of the Machines,170000000,433058296,150358296,2000
1957,917,2003-01-08,American Wedding,55000000,126425115,104354205,2000
1958,975,2003-01-08,Gigli,54000000,7126002,6087542,2000
1959,809,2003-01-17,Kangaroo Jack,60000000,90723216,66723216,2000
1960,2424,2003-01-17,A Guy Thing,20000000,17430594,15543862,2000
1961,4313,2003-01-17,Cidade de Deus,3300000,32059295,7563397,2000
1962,3011,2003-01-24,Amen,14000000,274299,274299,2000
1963,3716,2003-01-24,Darkness Falls,7000000,47289758,32539681,2000
1964,1980,2003-01-31,Final Destination 2,26000000,90396664,46896664,2000
1965,3274,2003-01-31,The Guru,11000000,24150550,3051221,2000
1966,5061,2003-01-31,The R.M.,500000,1111615,1111615,2000
1967,1845,2003-02-04,The Good Thief,30000000,6460758,3517797,2000
1968,237,2003-02-05,X2,125000000,407711549,214949694,2000
1969,2820,2003-02-05,The Lizzie McGuire Movie,15000000,55534455,42734455,2000
1970,3439,2003-02-05,Owning Mahowny,10000000,1011054,1011054,2000
1971,4890,2003-02-05,Blue Car,1000000,475367,464126,2000
1972,860,2003-02-07,Sinbad: Legend of the Seven Seas,60000000,80767884,26483452,2000
1973,2016,2003-02-07,"Legally Blonde 2: Red, White & Blonde",25000000,125339088,90639088,2000
1974,507,2003-02-14,Daredevil,80000000,182782518,102543518,2000
1975,2343,2003-02-14,The Jungle Book 2,20000000,140122225,47901582,2000
1976,3772,2003-02-14,Gerry,7000000,719699,254683,2000
1977,4886,2003-02-14,All the Real Girls,1000000,703020,549666,2000
1978,960,2003-02-21,Gods and Generals,55000000,12923936,12882934,2000
1979,1098,2003-02-21,The Life of David Gale,50000000,28920188,19694635,2000
1980,2166,2003-02-21,Old School,24000000,86765463,75155000,2000
1981,2893,2003-02-21,Dark Blue,15000000,12262065,9237470,2000
1982,2066,2003-02-28,Cradle 2 the Grave,25000000,56434942,34657731,2000
1983,3431,2003-02-28,Spider,10000000,1641788,1641788,2000
1984,4211,2003-02-28,Poolhall Junkies,4000000,563711,563711,2000
1985,1063,2003-03-10,Out of Time,50000000,55489826,41083108,2000
1986,2323,2003-03-10,School of Rock,20000000,131945303,81261177,2000
1987,3909,2003-03-10,Foolproof,5800000,421021,230312,2000
1988,3932,2003-03-10,Wonderland,5500000,1060512,1060512,2000
1989,4484,2003-03-10,Sur Le Seuil,2500000,2013052,2013052,2000
1990,5053,2003-03-10,The Station Agent,500000,9470209,5801558,2000
1991,5294,2003-03-10,The Work and the Story,103000,16137,16137,2000
1992,949,2003-03-14,The Hunted,55000000,47213095,34234008,2000
1993,2044,2003-03-14,Agent Cody Banks,25000000,58240458,47545060,2000
1994,2469,2003-03-14,Willard,20000000,6882696,6882696,2000
1995,4130,2003-03-14,Spun,4500000,1022649,410241,2000
1996,695,2003-03-21,Dreamcatcher,68000000,75685268,33685268,2000
1997,2898,2003-03-21,Boat Trip,15000000,14933713,8586376,2000
1998,3905,2003-03-21,L'auberge espagnole,5900000,3895664,3895664,2000
1999,4809,2003-03-21,Down & Out with the Dolls,1200000,58936,58936,2000
2000,473,2003-03-28,The Core,85000000,74132631,31111260,2000
2001,1084,2003-03-28,Basic,50000000,42598498,26599248,2000
2002,1507,2003-03-28,Head of State,35200000,38283765,37788228,2000
2003,4982,2003-03-28,Raising Victor Vargas,800000,2900578,2073984,2000
2004,4800,2003-04-03,The Day the Earth Stood Still,1200000,3700000,3700000,2000
2005,1498,2003-04-04,A Man Apart,36000000,43797731,26500000,2000
2006,2063,2003-04-04,What a Girl Wants,25000000,35990505,35990505,2000
2007,3249,2003-04-04,Phone Booth,11000000,97837138,46566212,2000
2008,4390,2003-04-04,DysFunkTional Family,3000000,2255000,2255000,2000
2009,3674,2003-04-07,Swimming Pool,7800000,24021282,10130108,2000
2010,996,2003-04-16,Bulletproof Monk,52000000,23010607,23010607,2000
2011,3534,2003-04-16,Chasing Papi,9000000,12657377,6126237,2000
2012,3848,2003-04-16,A Mighty Wind,6000000,18504539,17583468,2000
2013,1919,2003-04-18,Winged Migration,28000000,39134983,11689053,2000
2014,2330,2003-04-18,Holes,20000000,71232214,67383924,2000
2015,2832,2003-04-18,Malibu's Most Wanted,15000000,34499204,34308901,2000
2016,4135,2003-04-18,Lilja 4-ever,4500000,4556982,181655,2000
2017,1898,2003-04-25,Identity,28000000,82183683,52131264,2000
2018,2508,2003-04-25,People I Know,20000000,5694213,121972,2000
2019,2664,2003-04-25,City of Ghosts,17500000,325491,325491,2000
2020,2882,2003-04-25,Confidence,15000000,12212417,12212417,2000
2021,2931,2003-04-25,Steal (Canadian Release),15000000,220944,220944,2000
2022,4199,2003-04-25,The Real Cancun,4000000,3816594,3816594,2000
2023,1613,2003-05-09,The Order,35000000,11559747,7659747,2000
2024,2690,2003-05-09,Dickie Roberts: Former Child Star,17000000,23734486,22734486,2000
2025,154,2003-05-11,The Matrix Revolutions,150000000,427300260,139270910,2000
2026,188,2003-05-12,The Last Samurai,140000000,456810575,111110575,2000
2027,2591,2003-05-12,Honey,18000000,62646763,30272254,2000
2028,4830,2003-05-14,Dracula: Pages from a Virgin's Diary,1100000,81371,39659,2000
2029,139,2003-05-15,The Matrix Reloaded,150000000,738576929,281553689,2000
2030,485,2003-05-23,Bruce Almighty,81000000,484468608,242704995,2000
2031,382,2003-05-30,Finding Nemo,94000000,936429370,380529370,2000
2032,785,2003-05-30,The Italian Job,60000000,176262839,106126012,2000
2033,3373,2003-05-30,Wrong Turn,10000000,28649556,15417771,2000
2034,569,2003-06-06,2 Fast 2 Furious,76000000,236410607,127120058,2000
2035,3931,2003-06-06,Mambo Italiano,5500000,6148823,3031801,2000
2036,4150,2003-06-06,Whale Rider,4300000,39374600,20779666,2000
2037,1967,2003-06-08,Freaky Friday,26000000,160822438,110222438,2000
2038,609,2003-06-13,Hollywood Homicide,75000000,50409753,30207785,2000
2039,1800,2003-06-13,Dumb and Dumberer: When Harry Met Lloyd,30000000,26214846,26214846,2000
2040,2056,2003-06-13,Rugrats Go Wild,25000000,55443032,39402572,2000
2041,3774,2003-06-13,The Heart of Me,7000000,196067,196067,2000
2042,4064,2003-06-13,Tycoon,5000000,121016,121016,2000
2043,5360,2003-06-13,Manito,25000,0,0,2000
2044,197,2003-06-20,Hulk,137000000,245229234,132177234,2000
2045,1826,2003-06-20,Alex & Emma,30000000,15358583,14208384,2000
2046,3192,2003-06-20,From Justin to Kelly,12000000,4922166,4922166,2000
2047,3547,2003-06-20,The Legend of Suriyothai,9000000,454255,454255,2000
2048,260,2003-06-27,Charlie's Angels: Full Throttle,120000000,227200000,100814328,2000
2049,3603,2003-06-27,28 Days Later…,8000000,82955633,45064915,2000
2050,1016,2003-07-02,How to Lose a Guy in 10 Days,50000000,178890782,105807520,2000
2051,1038,2003-07-02,Shanghai Knights,50000000,88316835,60470220,2000
2052,4681,2003-07-02,May,1750000,634803,145540,2000
2053,600,2003-07-03,Tears of the Sun,75000000,85632458,43632458,2000
2054,2313,2003-07-03,Bringing Down the House,20000000,164675402,132675402,2000
2055,3811,2003-07-03,Nowhere in Africa,6500000,6173485,6173485,2000
2056,3941,2003-07-03,Irreversible,5400000,8133256,792200,2000
2057,1184,2003-07-11,Love Actually,45000000,247950247,59472278,2000
2058,1662,2003-07-11,Elf,32000000,220236410,173398518,2000
2059,219,2003-07-18,Bad Boys II,130000000,273271982,138540870,2000
2060,1203,2003-07-18,Johnny English,45000000,163126676,28013509,2000
2061,2752,2003-07-18,How to Deal,16000000,14108518,14108518,2000
2062,3394,2003-07-18,Dirty Pretty Things,10000000,14156753,8112414,2000
2063,4607,2003-07-18,This Thing of Ours,2000000,37227,37227,2000
2064,3692,2003-07-24,Masked and Anonymous,7500000,555335,533344,2000
2065,420,2003-07-25,Lara Croft: Tomb Raider: The Cradle of Life,90000000,157092943,65653758,2000
2066,438,2003-07-25,Seabiscuit,86000000,148715342,120277854,2000
